id,brand,categories,ingredients,manufacturer,manufacturerNumber,name,text_corpus
31,Kellogg's,"Fresh Food,Food,Grocery","enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate vitamin b1, riboflavin vitamin b2, folic acid),corn syrup,sugar high fructose corn syrup,vegetable oil (soybean and/or palm oil with tbhq for freshness, partially hydrogenated cottonseed and/or soybean oil, hydrogenated palm kernel oil),contains two percent or less of salt,fructose,wheat starch,rice flour,calcium carbonate,cornstarch,leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate),soy lecithin,caramel color,dextrose,maltodextrin,gelatin,sodium stearoyl lactylate,mono- and diglycerides,color added,natural and artificial flavor (contains milk),modified food starch,confectioner's glaze,carrageenan,cellulose gum,carnauba wax,vitamin a palmitate,niacinamide,reduced iron,red 40,yellow 6,pyridoxine hydrochloride (vitamin b6),yellow 5,riboflavin (vitamin b2),gum arabic,blue 2 lake,thiamin hydrochloride (vitamin b1),blue 1,annatto color,xanthan gum,folic acid,bht (preservative),blue 2. contains wheat,soy and milk ingredients.",Kellogg's,3800057073,Kellogg'S Frosted Confetti Cake Pop Tarts 14.1,"This product is a Kellogg'S Frosted Confetti Cake Pop Tarts 14.1 from the brand Kellogg's. It falls under the category of fresh food,food,grocery and contains ingredients such as enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate vitamin b1, riboflavin vitamin b2, folic acid),corn syrup,sugar high fructose corn syrup,vegetable oil (soybean and/or palm oil with tbhq for freshness, partially hydrogenated cottonseed and/or soybean oil, hydrogenated palm kernel oil),contains two percent or less of salt,fructose,wheat starch,rice flour,calcium carbonate,cornstarch,leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate),soy lecithin,caramel color,dextrose,maltodextrin,gelatin,sodium stearoyl lactylate,mono- and diglycerides,color added,natural and artificial flavor (contains milk),modified food starch,confectioner's glaze,carrageenan,cellulose gum,carnauba wax,vitamin a palmitate,niacinamide,reduced iron,red 40,yellow 6,pyridoxine hydrochloride (vitamin b6),yellow 5,riboflavin (vitamin b2),gum arabic,blue 2 lake,thiamin hydrochloride (vitamin b1),blue 1,annatto color,xanthan gum,folic acid,bht (preservative),blue 2. contains wheat,soy and milk ingredients.. It is manufactured by kellogg's (manufacturer code: 3800057073)."
32,KA-ME,"Food,Grocery","water,wheat flour,buckwheat flour,wheat gluten,salt,lactic acid.",Panos Brands LLC,KA-ME,Ka Me Noodle Strfry Soba-14. 2 Oz -Pack Of 6,"This product is a Ka Me Noodle Strfry Soba-14. 2 Oz -Pack Of 6 from the brand KA-ME. It falls under the category of food,grocery and contains ingredients such as water,wheat flour,buckwheat flour,wheat gluten,salt,lactic acid.. It is manufactured by panos brands llc (manufacturer code: ka-me)."
33,Spice Islands,"Food,Grocery","aromatic and bitingly pungent,coriander is an ancient seasoning whose culinary roots travel deep into remote times. we grind our own coriander seed to ensure delightful bouquet and distinctive flavor. ground coriander is traditional in south american,indian,mediterranean and african cuisines,particularly curries,meat,and seafood dishes. add to stews and marinades for authentic mediterranean flavor.",Spice Island,4010000230,"Spice Islands: Ground Coriander Spice, 1.7 Oz","This product is a Spice Islands: Ground Coriander Spice, 1.7 Oz from the brand Spice Islands. It falls under the category of food,grocery and contains ingredients such as aromatic and bitingly pungent,coriander is an ancient seasoning whose culinary roots travel deep into remote times. we grind our own coriander seed to ensure delightful bouquet and distinctive flavor. ground coriander is traditional in south american,indian,mediterranean and african cuisines,particularly curries,meat,and seafood dishes. add to stews and marinades for authentic mediterranean flavor.. It is manufactured by spice island (manufacturer code: 4010000230)."
34,Polaner,"Food,Grocery","water*,blackberries+,maltodextrin* (dietary fiber),polydextrose*,fruit pectin,locust bean gum*,citric acid,natural flavor*,sucrolose* (splenda brand),potassium sorbate and sodium benzoate (to preserve freshness),calcium chloride*,red #40 and blue #1*. *not in regular preserves. +adds a trivial amount of sugar.","B&G Foods, Inc.",669,"Polaner Blackberry Seedless Sugar Free Preserves With Fiber, 13.5 Oz","This product is a Polaner Blackberry Seedless Sugar Free Preserves With Fiber, 13.5 Oz from the brand Polaner. It falls under the category of food,grocery and contains ingredients such as water*,blackberries+,maltodextrin* (dietary fiber),polydextrose*,fruit pectin,locust bean gum*,citric acid,natural flavor*,sucrolose* (splenda brand),potassium sorbate and sodium benzoate (to preserve freshness),calcium chloride*,red #40 and blue #1*. *not in regular preserves. +adds a trivial amount of sugar.. It is manufactured by b&g foods, inc. (manufacturer code: 669)."
35,Manischewitz,"Food,Grocery","water,whitefish,pike,matzo meal (passover wheat flour and water),egg whites,onion,salt,carrageenan,locust bean gum,potassium chloride,dipotassium phosphate,pepper,natural flavorings.",MANISCHEWITZ,118968,"Manischewitz Whitefish & Pike, Reduced Sodium, In Jelled Broth","This product is a Manischewitz Whitefish & Pike, Reduced Sodium, In Jelled Broth from the brand Manischewitz. It falls under the category of food,grocery and contains ingredients such as water,whitefish,pike,matzo meal (passover wheat flour and water),egg whites,onion,salt,carrageenan,locust bean gum,potassium chloride,dipotassium phosphate,pepper,natural flavorings.. It is manufactured by manischewitz (manufacturer code: 118968)."
36,Mentos,"Food,Grocery","sugar,wheat syrup,strawberry juice from concentrate (2),hydrogenated coconut oil,citric acid,corn starch,artificial flavor,maltodextrin,sucrose fatty acid esters,gellan gum,carnauba wax,sodium carboxymethylcellulose,gum arabic,color (beetroot red),beeswax. mentos chewy mint strawberry.,mentos the chewy mint strawberry.,artificially flavored.,perfetti.,for nutritional information,write to: nutritional data,p.o. box 18190,erlanger,ky 41018.,mentos is a registered trademark of perfetti van melle benelux b.v. www.mentos.com.,for the strawberry lover,mentos strawberry chewy candies are a perfect fit.,with a hard outer shell to keep them from melting and a creamy chewy center,mentos strawberry flavored chewy candies have no competition.,if are looking for fresh breath and a delicious fruity flavor then look no further than mentos strawberry flavored chewy mints.",Perfetti Van Melle USA Inc,MCLANE500386979,"Mentos Chewy Mint Strawberry, 1.32 Oz","This product is a Mentos Chewy Mint Strawberry, 1.32 Oz from the brand Mentos. It falls under the category of food,grocery and contains ingredients such as sugar,wheat syrup,strawberry juice from concentrate (2),hydrogenated coconut oil,citric acid,corn starch,artificial flavor,maltodextrin,sucrose fatty acid esters,gellan gum,carnauba wax,sodium carboxymethylcellulose,gum arabic,color (beetroot red),beeswax. mentos chewy mint strawberry.,mentos the chewy mint strawberry.,artificially flavored.,perfetti.,for nutritional information,write to: nutritional data,p.o. box 18190,erlanger,ky 41018.,mentos is a registered trademark of perfetti van melle benelux b.v. www.mentos.com.,for the strawberry lover,mentos strawberry chewy candies are a perfect fit.,with a hard outer shell to keep them from melting and a creamy chewy center,mentos strawberry flavored chewy candies have no competition.,if are looking for fresh breath and a delicious fruity flavor then look no further than mentos strawberry flavored chewy mints.. It is manufactured by perfetti van melle usa inc (manufacturer code: mclane500386979)."
37,Streit's,"Food,Grocery","durum flour (wheat),egg yolks or eggs,niacin,iron (ferrous sulfate),thiamine mononitrate (vitamin b1),riboflavin (vitamin b2),and folic acid.",Aron Streit Inc.,35440,Egg Noodles Wide,"This product is a Egg Noodles Wide from the brand Streit's. It falls under the category of food,grocery and contains ingredients such as durum flour (wheat),egg yolks or eggs,niacin,iron (ferrous sulfate),thiamine mononitrate (vitamin b1),riboflavin (vitamin b2),and folic acid.. It is manufactured by aron streit inc. (manufacturer code: 35440)."
38,Spice Islands,"Food,Grocery","oregano,marjoram,savory,thyme,basil,rosemary,sage. aromatic blend of basil,oregano,rosemary,thyme and other herbs,perfect compliment to italian dishes and tomato-based sauces",Spice Island,404851,Italian Herb Seasoning,"This product is a Italian Herb Seasoning from the brand Spice Islands. It falls under the category of food,grocery and contains ingredients such as oregano,marjoram,savory,thyme,basil,rosemary,sage. aromatic blend of basil,oregano,rosemary,thyme and other herbs,perfect compliment to italian dishes and tomato-based sauces. It is manufactured by spice island (manufacturer code: 404851)."
39,Orale!,"Food,Grocery",natural sesame seed.,Lisy Corp,108A,Natural Sesame Seeds,"This product is a Natural Sesame Seeds from the brand Orale!. It falls under the category of food,grocery and contains ingredients such as natural sesame seed.. It is manufactured by lisy corp (manufacturer code: 108a)."
40,Fiordifrutta,"Food,Grocery","strawberries*,apple juice*,wild strawberries*,pectin. *from organic farming.",Rigoni Di Asiago,699215,"Fiordifrutta Organic Fruit Spread Strawberries & Wild Strawberries, 8.82 Oz","This product is a Fiordifrutta Organic Fruit Spread Strawberries & Wild Strawberries, 8.82 Oz from the brand Fiordifrutta. It falls under the category of food,grocery and contains ingredients such as strawberries*,apple juice*,wild strawberries*,pectin. *from organic farming.. It is manufactured by rigoni di asiago (manufacturer code: 699215)."
41,Old Wessex Ltd.,"Food,Grocery",100 natural scottish-style porridge oats.,Blue Marble Brands,464909,Old Wessex Ltd. - Scottish-Style Porridge Oats - 18.5 Oz.,"This product is a Old Wessex Ltd. - Scottish-Style Porridge Oats - 18.5 Oz. from the brand Old Wessex Ltd.. It falls under the category of food,grocery and contains ingredients such as 100 natural scottish-style porridge oats.. It is manufactured by blue marble brands (manufacturer code: 464909)."
42,RiceSelect,"Food,Grocery",organic texmati rice.,Rice Select,7440191141,Organic White,"This product is a Organic White from the brand RiceSelect. It falls under the category of food,grocery and contains ingredients such as organic texmati rice.. It is manufactured by rice select (manufacturer code: 7440191141)."
43,De Cecco,"Food,Grocery","whole semolina from (wheat),niacin,ferrous lactate,thiamine mononitrate,riboflavin,folic acid.",F. LLI De Cecco Di Filippo,1124163,Whole Wheat Penne Rigate Pasta,"This product is a Whole Wheat Penne Rigate Pasta from the brand De Cecco. It falls under the category of food,grocery and contains ingredients such as whole semolina from (wheat),niacin,ferrous lactate,thiamine mononitrate,riboflavin,folic acid.. It is manufactured by f. lli de cecco di filippo (manufacturer code: 1124163)."
44,SAM MILLS,"Food,Grocery","100% corn flour,water. this product is produced in a gluten-free facility.",Sam Mills,3QWERTY,"Sam Mills Pasta D'Oro Penne Rigate 100% Corn Pasta, 16 Oz","This product is a Sam Mills Pasta D'Oro Penne Rigate 100% Corn Pasta, 16 Oz from the brand SAM MILLS. It falls under the category of food,grocery and contains ingredients such as 100% corn flour,water. this product is produced in a gluten-free facility.. It is manufactured by sam mills (manufacturer code: 3qwerty)."
45,Golden Mountain,"Food,grocery","soybean sauce (soy bean, corn, wheat),water,sugar,salt,add food enhancer",THAI THEPAROS FOOD PRODUCTS,8373723011,"Golden Mountain Seasoning Sauce, 20 Fl Oz","This product is a Golden Mountain Seasoning Sauce, 20 Fl Oz from the brand Golden Mountain. It falls under the category of food,grocery and contains ingredients such as soybean sauce (soy bean, corn, wheat),water,sugar,salt,add food enhancer. It is manufactured by thai theparos food products (manufacturer code: 8373723011)."
46,McCormick,"Grocery,Food","salt,spices (including coriander, black pepper, paprika, and thyme),garlic,sugar,onion,orange peel,citric acid,corn maltodextrin,gum arabic,valencia orange peel,beer (malted barley, corn syrup, hops, yeast),and natural flavors.","Mccormick & Company, Inc.",MCLANE500178327,Mccormick Belgian Style White Ale Seasoning (Pack Of 2) 2.37 Oz Bottles,"This product is a Mccormick Belgian Style White Ale Seasoning (Pack Of 2) 2.37 Oz Bottles from the brand McCormick. It falls under the category of grocery,food and contains ingredients such as salt,spices (including coriander, black pepper, paprika, and thyme),garlic,sugar,onion,orange peel,citric acid,corn maltodextrin,gum arabic,valencia orange peel,beer (malted barley, corn syrup, hops, yeast),and natural flavors.. It is manufactured by mccormick & company, inc. (manufacturer code: mclane500178327)."
47,Orale!,"Food,Grocery",whole black pepper.,Lisy Corp,178A,"Orale Whole Black Pepper, 1 Oz","This product is a Orale Whole Black Pepper, 1 Oz from the brand Orale!. It falls under the category of food,grocery and contains ingredients such as whole black pepper.. It is manufactured by lisy corp (manufacturer code: 178a)."
48,Polaner All Fruit,"Food,Grocery","juice concentrates (pear, grape),maltodextrin (dietary fiber),raspberries,fruit pectin,natural flavor,citric acid.","B&G Foods, Inc.",7240000721,"Polaner All Fruit Raspberry Fruit Spread With Fiber, 10 Oz","This product is a Polaner All Fruit Raspberry Fruit Spread With Fiber, 10 Oz from the brand Polaner All Fruit. It falls under the category of food,grocery and contains ingredients such as juice concentrates (pear, grape),maltodextrin (dietary fiber),raspberries,fruit pectin,natural flavor,citric acid.. It is manufactured by b&g foods, inc. (manufacturer code: 7240000721)."
49,Spice Islands,"Food,Grocery","cinnamon is one of the oldest and most flavorful spices in the world. spice islands have traveled to saigon to bring you this sweet cinnamon whose red-hot,candy-like flavor has been prized for centuries. ground cinnamon is the secret ingredient in a wide array of middle eastern and mediterranean dishes,and a favorite for baked goods. for a fragrant pilaf,cook rice in cinnamon-flavored broth stir in chopped dried fruits and toasted nuts.",Spice Island,4010000226,"Spice Islands: Ground Saigon Cinnamon Spice, 1.9 Oz","This product is a Spice Islands: Ground Saigon Cinnamon Spice, 1.9 Oz from the brand Spice Islands. It falls under the category of food,grocery and contains ingredients such as cinnamon is one of the oldest and most flavorful spices in the world. spice islands have traveled to saigon to bring you this sweet cinnamon whose red-hot,candy-like flavor has been prized for centuries. ground cinnamon is the secret ingredient in a wide array of middle eastern and mediterranean dishes,and a favorite for baked goods. for a fragrant pilaf,cook rice in cinnamon-flavored broth stir in chopped dried fruits and toasted nuts.. It is manufactured by spice island (manufacturer code: 4010000226)."
50,Taste of Thai,"Food,Grocery","salt,galangal,lemongrass,sugar,dextrose,shallot,chili,kaffir lime peel,onion,coriander root,citric acid,hydrolyzed soybean protein.",A Taste of Thai,B59921,"A Taste Of Thai Soup Base, Coconut Ginger","This product is a A Taste Of Thai Soup Base, Coconut Ginger from the brand Taste of Thai. It falls under the category of food,grocery and contains ingredients such as salt,galangal,lemongrass,sugar,dextrose,shallot,chili,kaffir lime peel,onion,coriander root,citric acid,hydrolyzed soybean protein.. It is manufactured by a taste of thai (manufacturer code: b59921)."
51,Chilli Man,"Food,Grocery","chili peppers,granulated onion,spices,salt,granulated garlic.","Faribault Foods, Inc.",1071158,Chilli Manï¿½Ï¿½ Seasoning Mix 1.25 Oz. Pouch,"This product is a Chilli Manï¿½Ï¿½ Seasoning Mix 1.25 Oz. Pouch from the brand Chilli Man. It falls under the category of food,grocery and contains ingredients such as chili peppers,granulated onion,spices,salt,granulated garlic.. It is manufactured by faribault foods, inc. (manufacturer code: 1071158)."
52,Bonne Maman,"Food,Grocery","blackberries,sugar,cane sugar,concentrated lemon juice,fruit pectin.",BONNE MAMAN,890541,"Bonne Maman Blackberry Preserves, 13 Oz (Pack Of 6)","This product is a Bonne Maman Blackberry Preserves, 13 Oz (Pack Of 6) from the brand Bonne Maman. It falls under the category of food,grocery and contains ingredients such as blackberries,sugar,cane sugar,concentrated lemon juice,fruit pectin.. It is manufactured by bonne maman (manufacturer code: 890541)."
53,Orale!,"Food,Grocery",hulled pumpkin seed.,Lisy Corp,168,Hulled Pumpkin Seed,"This product is a Hulled Pumpkin Seed from the brand Orale!. It falls under the category of food,grocery and contains ingredients such as hulled pumpkin seed.. It is manufactured by lisy corp (manufacturer code: 168)."
54,Badia,"Food,grocery","arbol chili,sulfites. resealable bag,arbol chili,sulfites",Badias Spices,683,"Badia Arbol Chili Peppers, 6 Oz","This product is a Badia Arbol Chili Peppers, 6 Oz from the brand Badia. It falls under the category of food,grocery and contains ingredients such as arbol chili,sulfites. resealable bag,arbol chili,sulfites. It is manufactured by badias spices (manufacturer code: 683)."
55,Manischewitz,"Food,Grocery","water,beets,salt,citric acid,sodium saccharin (22mg per serving),.",MANISCHEWITZ,MAN10275,Manischewitz Borscht 24Oz Pack Of 12,"This product is a Manischewitz Borscht 24Oz Pack Of 12 from the brand Manischewitz. It falls under the category of food,grocery and contains ingredients such as water,beets,salt,citric acid,sodium saccharin (22mg per serving),.. It is manufactured by manischewitz (manufacturer code: man10275)."
56,Baycliff,"Food,Grocery",toasted seaweed sheets.,"Baycliff Company, Inc.",37231,Sushi Chef Nori (Toasted Seaweed Sheets) Ull Sheets Boxes,"This product is a Sushi Chef Nori (Toasted Seaweed Sheets) Ull Sheets Boxes from the brand Baycliff. It falls under the category of food,grocery and contains ingredients such as toasted seaweed sheets.. It is manufactured by baycliff company, inc. (manufacturer code: 37231)."
57,Orale!,"Food,Grocery",pequin chili pods,Lisy Corp,214,"Orale Chile Pequin Entero Chili Pods, .25 Oz","This product is a Orale Chile Pequin Entero Chili Pods, .25 Oz from the brand Orale!. It falls under the category of food,grocery and contains ingredients such as pequin chili pods. It is manufactured by lisy corp (manufacturer code: 214)."
58,Nature's Earthly Choice,"Food,Grocery","quinoa,dehydrated vegetables (carrot, red and green bell peppers, tomato, celery),salt,cane sugar,yeast extract,garlic powder,onion powder,potato starch,spices,turmeric,and less than 2% sunflower oil and rice concentrate added to prevent caking.",NATURE'S EARTHLY CHOICE,89703400229,"Nature'S Earthly Choice Garden Vegetable Easy Quinoa, 4.8 Oz","This product is a Nature'S Earthly Choice Garden Vegetable Easy Quinoa, 4.8 Oz from the brand Nature's Earthly Choice. It falls under the category of food,grocery and contains ingredients such as quinoa,dehydrated vegetables (carrot, red and green bell peppers, tomato, celery),salt,cane sugar,yeast extract,garlic powder,onion powder,potato starch,spices,turmeric,and less than 2% sunflower oil and rice concentrate added to prevent caking.. It is manufactured by nature's earthly choice (manufacturer code: 89703400229)."
59,Redmond,"Food,grocery",100 real salt.,Redmond Trading Company,21587,"Redmond Real Salt Nature'S First Sea Salt Fine, 10.0 Oz","This product is a Redmond Real Salt Nature'S First Sea Salt Fine, 10.0 Oz from the brand Redmond. It falls under the category of food,grocery and contains ingredients such as 100 real salt.. It is manufactured by redmond trading company (manufacturer code: 21587)."
